,text,labels
494,This is why Junkie is No 1 Unless Trigg is holding out,4
495,Going to Bandung,4
496,Not too drunk it seems not enough typos,4
497,I m so sad there s no show in washington dc this summer I m still hoping dh will agree to Hershey PA Kids will miss it bunches,0
498,sweet dreams to you too babe MWAH,4
499,is doin biology assignment shit its due on fridae,0
500,im really laging today im a bit tired,0
501,Hehe We just finished watching that ep too,4
502,Please God,0
503,why thank you That was quick Accepting with a smile,4
504,Alright sorry But I think you should go anyways,4
505,naww poor allan they are so mean to him,0
506,Goodnight Tweeples Going to snuggle up and read in bed a luxury these days,4
507,yeah lol i love have you on our podcast sheryl,4
508,It looks like your either sneaking in or out of your room lol,4
509,Awesome I d like to keep working on my next chapter but I ll be off to school shortly,4
510,How have you been,4
511,Corrected link 4 New blog post How To Import Your Blog Posts Into Facebook Sorry everyone I edited time date,0
512,Finally got a case for my iPhone,4
513,Just finished writting a song sitting at the back counter at work it is epic but I need a guitar and some lessons,0
514,mabey not so i will just say that sucked,0
515,andrew g Dude I reckon you are the only one watching eurovision hehehe good on you for keeping it on the air,4
516,happy birthday,4
517,This is my last week of college I feel I need another month to get all this work in,0
518,You are sadly missed hope you will return to Salem one day soon We miss quot Isabella amp Shaun quot not the same without you both,0
519,why can t I see the quot lite quot option on my site,0
520,ah ha so it is,4
521,sure does suck,0
522,that is just so Awesome,4
523,I am struggling to tweet without my spectacles,0
524,what happened to the pc now,0
525,I think it s about time the Teacher was sent to the corner for a while,4
526,Thanks I ll be sure to tweet about it when it s up,4
527,Emergency drop of nurofen and powerade headed your way STAT,4
528,hopefully better battery life would be happy if it equaled a BlackBerry on this point,4
529,are you making quot notes quot on your phone to mask the fact that you re on twitter,4
530,stuck inside stupid rain,0
531,scoreee hot johnny depp picture for June Y i love my johnny depp calender,4
532,dont want to turn 16 abit unhappy right now,0
533,haha ur awesome,4
534,But I might eat some chocolate and have a cup of T2 SleepyTime first,4
535,my cousins flying back to tazzy tomorrow,0
536,Bought about 16 metric tonnes of flooring will have to unload the car at some point,0
537,aw im new to this haha hope its fun,4
538,coke mixed with ice cream and milo yum,4
539,sigh I would much rather have a blockbuster night with that special someone BUT I m going out instead,0
540,I wait for inspiration too It can t be forced,4
541,Awww 30 seconds from finishing my conclusion on that law essay test Probably could ve gotten 5 extra marks,0
542,it is only a problem when the tartar moves out and gets better housing that you do,4
543,bummer,0
544,oooohhh get online i got a story to tells ya i do,0
545,woo quensland won another win and we win for the fourth time in a row,4
546,J I wish I had a cat to lay on me when I got home,0
547,boo I wish I was in SG like you then I can be eating prata right now and not have to study for stupid exams,0
548,Ilching at blakes,4
549,Hint Don t use the local Australian version of Bing when you try it change it to US seems many features are missing for us,0
550,Thanks peoples had heaps of fun enjoy the free demos,4
551,Cleared my uni exams Like Finally Coming back soon Praise God,4
552,Well if you need any help or advice let me know I ll try my best,4
553,School should ve been on lock down,4
554,tried to watch We re sorry the page you requested cannot be found,0
555,Hell yeah Go QLD Sorry just so excited can t stop saying it,4
556,glad you liked it If you can find a picture that is a good imagery of neural vomit let me know I ve been looking and can t,4
557,I enjoy so much feeding the Red Box DVD s makes me smile on the inside and outside I also lt 3 Giant Eagle sushi,4
558,LOL I think someone tried to bring Arby s here maybe in the 80s but they went out of business,0
559,im very sleepy but completely awake up amp getting ready to harrass til she hates me amp buyin her mom flowers for her bday,4
560,and doing it with a beautiful smile on your face big thumbs up LOL love your attitude,4
561,I m so ready to go home I m tired,0
562,Play some of Boom Boom Pow,4
563,finished the house work now now need to find that smoke lol,4
564,wel at the moment its Sauce at coogee nicest ribs Go the Blues,4
565,hello tweets well impressed my people this morning sort of oh well could have been worse dressed and ready to tango with xx,4
566,Mr Smith told us this story about how he lost all of the Year 12 work and he freaked out about it But then he found it,4
567,The mid afternoon conference slump has hit wsis09 more than a few snoozers,4
568,fly with me is from night at the museum 2 just so you know,4
569,bus ticket part of the brightening group SDO lt lt some look brighter than others,4
570,had a great time being out of the city,4
571,It s surprising how much Billy Idol turns up in tweets I monitor constantly not that I m obsessed or anything BillyIdol,4
572,Check out the new posts at,4
573,listening to Womanizer on full in bed,4
574,Never been to a chiro but I d swear by any good myotherapist Similar concepts different methods,4
575,going to make something to eat now very hungry such a lovely sunny boring sunday,4
576,Watching masterchef I want to go to Hong Kong,0
577,is annoyed at the stupid bus he is on which keeps breaking down,0
578,One time three nurses and 7 pricks still couldn t find my veins They had to call the dr and it took him a few tries too,0
579,loved the New Moon trailer ahhh so excited Kristen Stewart what can i say she makes me laugh Love her to bits,4
580,Almasy ahhh basketball Don t feel bad I school all Haha not these days I peaked at 15 how are you,0
581,I can sell you one with improved security,4
582,every one please ring the hot 30 and vote for us on musical gladiators x shaun,4
583,you should sign up at NIDA apparently you can learn how to act there,4
584,sall good bubs soz about the late reply I feel sick,0
585,Thats no good,0
586,gotta love linux dump hard drive image on different hardware just runs,4
587,hit the lights,4
588,happy birthday sir may all your movie dreams come true,4
589,lots of apps lots loading in bg i was too scared to look No coffee or dark choc but we did eats lots at gold class movies,4
590,Aww Onward and upwards now yay Still sad to leave I bet,0
591,ooh drobo news,4
592,Anyone have iPhone headphones they no longer need Mine went through the wash,0
593,I want to but have no way there or back,0
594,Aw sure you would,4
595,hiptop is stuffing up,0
596,Hey thanks Feel free to tell your friends too LOL How about your book,4
597,touchy on twitter really I have not not been felt up here yet,0
598,haha no problem it s fun isn t it,4
599,I hate the fact that it usually takes them a minute or two to shut up At least it s time to get an excuse ready,4
600,Got a fright today with my Thomson Masterpiece seatpost failing after 4 5 years Will be tricky getting a 28 0mm replacement for my C50,0
601,thanks babe xo Jer wants me 2 go back 2 light brown He apparently prefers rather than Blonde mmmmm I now know,4
602,happy superwomans day,4
603,hey baby girl How was your weekend It feels like forever since we ve chatted xxx,4
604,james send me the best efforts always ready to pass highly educated splutter cough judgement,4
605,Is looking for a decent Windows Mobile 6 client for Twitter Tried Twobile crashed,0
606,looks like i m now in the studio tonight Dave and John from the band will be there though they ll say hi,0
607,Funny In Japan I ve seen girls who roll up their skirts to make them shorter Makes the skit like a roller door,4
608,not gonna get 8 hours sleep ITS 12 08am,0
609,what do you mean I do those things now and I m OLD,4
610,Noooooo I just know that you ll call during my maths exam and I won t be able to answer SHIT,0
611,feeling the same about the holiday part sonny bill is gonna cop it,4
612,I havent been home in like forever Ah well I have baseball tonite so Im probably gunna take a nap,4
613,Good lord Three artists I ve never heard of till now,4
614,Re shout out im sure he would if you ask him Dave is a great guy,4
615,dang i dont want school tomorrow i neeed the holidays already,0
616,would be great to i have a buddy in columbia that I would see and then go to Brazil Wife wants to go to Hawaii instead,0
617,Yeah I usually solve that problem with bigger cups have great latt glasses that hold 375mL,4
618,I loved the first episode of JONAS looking forward to the next episode,4
619,indian butter amp mango chicken ftw,4
620,im hoping to create her costume for halloween this yr im not sure how it will turn out though,4
621,Actually just saw the score Parra are pathetic Wwhhyyyy,0
622,Crap Google Reader has 800 items for me to read again DOH it was down to 83 the other day,0
623,oooh battlestar galactica is on the other channel it s the rebellion episode man i feel so sad about what became of gaeta i liked him,0
624,he is lol may i ask how was it working with gillian anderson i love the xfiles,4
625,Don t be pushed by your problems Be led by your dreams,4
626,i love these people,4
627,lol yes But I couldn t get the scene I wanted a small enough file to make into an LJ icon,0
628,I would enjoy those posts,4
629,has stayed up way too late,0
630,pericles just so happy football s picking up over here don t think it ll coincide with hols though,0
631,going to see up,4
632,The Castle Breaker Morant Mad Max Muriels Wedding Priscilla,4
633,Not too much planned for the weekend Drinks tonight after work maybe Manly tomorrow night Catch up with the family at some time,0
634,not to worry Rafa won t lose to Soderling Only one set still a loooong way to go,4
635,Going to see Ellen at the skyshow May do some tweeting from her place seeing I ve got too much other stuff to do when I m here,4
636,look we are all into our exercise today me you Grum too TwitFit Saturday,4
637,Check out Lap Rap create your own covers for your laptop,4
638,Wow Deal has a 3 Freshness rating on Rotten Tomatoes My poor bb Bret,0
639,trying to get used to Twitter Thx for the tips,4
640,i was super distraught about it yesterday but i m all good today and i have my motivation back to study more,4
641,bit sad people suck balls,0
642,Glad you are enjoying the coverage the least I can do for you and others who always tweet for us and couldn t be here,0
643,Ingalls Rt Hello Annette When are you planning your next CoffeeTime Hmm I need to think about it thanks 4 asking,4
644,and don t forget the flashlight by bed slippers and keep your cell phone charging over night,4
645,I know it s too soon but i miss scrubs already scrubs,0
646,LOL Made a huge mess of my school shirt was using charcoal sticks in 2D art,4
647,where oh where has our joey joe gone oh where oh where can he be Lol j k I love ya tweet or not Im just sitting at work,0
648,damnit no fox sports here I guess I ll have to download it somewhere,0
649,why would the rain stop you You ve got a raincoat don t you,4
650,EL is doing my head in,0
651,so if they are concluding that there are no survivors its because they found the plane They mention a crash,0
652,Diamond ranch s graduation I miss high school,0
653,In bed again i hate being sick i wish i could sleep,0
654,The sunburn on my right leg looks like a huge bruise,0
655,i didn t watch the mtv movie awards I m really sad,0
656,I seem to be making a habbit out of not falling asleep until very late,0
657,just found out the foxtel people are takng away disney chanel and giving us nikelodeon yuk no more hannah montana,0
658,is ready to be new again,4
659,I hate the news The world is so depressing,0
660,headaches suck,0
661,Paul is unsatisfied with his microwave dinner,0
662,omg why not Did that friend have a bit of a greedy moment or something,0
663,Is,0
664,Filing whilst watching Lipstick Jungle now this is what I call multi tasking,4
665,haha yay courtney wants to go with us but will be in South Africa,0
666,listening to alesana grrr i hate work school tomoro chilled today,4
667,Glad it went well We ll miss you here in Melbourne though,4
668,i swear this pepsi max is flat,0
669,nkotb chatroom some chat was about Retro Rewind,4
670,You make it sound like I can walk out right now But soon and I ll send for you haha like the immigration movies haha,0
671,f1 Mark Webber is on the 2nd row in 4th sport for the start of Turkish F1GP team mate Vettel has pole amp I don t have TV to watch,0
672,Had to do some old fashioned debugging glad to find out that I still know how to do it,4
673,woot see you there,4
674,My brother is a bad influence buying me more chocolate than needed now tummy hurts,0
675,Video fully uploaded amp processing You can stop crossing your body parts now Thanks,4
676,Yeah I want one better mark before end of uni,0
677,well its time to hit the gym,4
678,aw how is kitteh,4
679,watching twilight bro cause michelle makes say bro lol,4
680,anyone in the UK good at proof reading and even writing CVs resumes Just need someone to read over mine,4
681,It s playing up,0
682,oh imagine being pulled away from your love the day after you find each other,0
683,Testing the router at the office Seems to be work ok Now I am wondering if it s the exchange or wiring,0
684,i feeel sick amp i am so tired i wnt last night to still be going,0
685,plenty phee if i want to sell my soul to the banks till i enter an early grave WHEN AM I GOING TO WIN LOTTO,0
686,forourhero don t feel so good,0
687,YAY My 18th b day in 6 days,4
688,do you sell Dark N Stormy again,4
689,I left a comment but it vanished when I hit submit,0
690,it sucks when everyone else has to study and you re the only one on holiday,0
691,I love Rob Pattinson but i wouldnt throw myself at him if i saw him I know thats the price u pay for being famous but i feel bad 4 him,0
692,i can t believe its monday again weekend goes way too fast,0
693,hehehe Who s Wojniak,4
694,all good im getting there also was trying to watch chonny but stuffed up he got a hair cut why was i not informed,0
695,knows its all going to sort itself out,4
696,i think he is loved by them and us he will b ok,4
697,late afternoon and haven t made a dent in my todo list for today daughter s birthday too many distractions,0
698,has rekindled her love affair with all things Russian,4
699,I can soooo relate I ve got the first of winter bugs down here and yeah can t call in sick with 3 kids,0
700,nope Twitter demo still to come,4
701,sims 3 is sick despite having every graphic slider to low or none,4
702,i did a mystery shopping survey there once been thinking of moving out to the hills to have more space but afraid of fires,0
703,not unless you are in the same bed i have to go out in shorts in a moment dreading it,0
704,cann i please get a large Dmac mean with sweet and sour sauce with mcnuggets on the side,4
705,Wahoo Leonie returns victorious Another two pages of book complete Time for a book writing dance then possibly bed,4
706,all time low photos are uploading,4
707,Just downed a redbull need to wake up and get this essay started lol Yes I typed started I m so behind with this class,0
708,Finally got a Sniper Rifle in Fallout 3 last night but the stupid raider I got it from didn t look after it not usable,0
709,no tweet pics Tis good to share,4
710,Bing stands for But it s not Google via,4
711,hehe i m not too good but I have been told to be a pop punk vocalist Aww I love that song,4
712,hey hun I m pretty good just doing some study Gonna try and get close to 100 on my finals,4
713,I think my Christopher Pyne quot joke quot was a failure,0
714,I misses somebody,0
715,I take it yr not talking about yr incepient name change now,0
716,Rt Annette I m a tea girl myself so glad to share tea time with you Thank you amp me too How s your day been,4
717,so stressing,0
718,Le sigh,0
719,evermore wass incredibleeeeee ily jon hume,4
720,Great day with madame just had a gd cold shower then off i go to work,4
721,What s IM0509 Looks like some interesting people are going,4
722,OMG ANDYY i missed ur call yestie CUTT AS i had no fucking service in the bank im gonna go cry now,0
723,Going to school So tired,0
724,I ve tried just putting the link and it doesn t work I think I m missing something,0
725,Working on a spreadsheet wishing I had some numbers to plug into it I m waiting You know who you are,4
726,Awww thanks Gabrielle wished I d posted my photo on the blog so people knew who I was Online makes us faceless,0
727,i need a new phone,0
728,Was angry and upset about something trivial before show opening Managed to forget about it while I was out Now stewing over it again,0
729,watchin movies nathan shit him self hahaha miss codie,4
730,sounds like you re having a fun time with that cold of yours,0
731,You should sneeze on them on purpose Kate,4
732,awh its like the older kids are meeting the new baby for the first time Definitely a big day in ur house today,4
733,At somewhere called Old Sarum Only 5000 years old hardly worth mentioning,4
734,xo I remember that,4
735,Sleep tight darling dream porny dreams,4
736,Dear those people yep kids don t have inside voices,4
737,oh I get ya now P,4
738,Oh and the other Yr12 kid who also happened to be in the library too started downloading PortableApps when he found out he could run FFnn,4
739,Oh re chicks I ve also been described as a gay man trapped in a woman s body,4
740,Safari 4 has gone the problem occurs after installed Adobe Air,0
741,Still can t shake this Swayne Flu TM dammit but still had a great 12th Bday weekend with the boy Good luck this week Tony amp family,0
742,home from supi got more vitamin water decided i really don t like orange and the sip of yellow i had was nice,4
743,I looking at the footage online live they got people looking over a bridge at the accident This day must be crazy,0
744,is not looking fwd to having cortisone injections this week Ouchies,0
745,can t wait keep me posted,4
746,Also all properly excited cause I managed the fastest shopping for something improtant I ve ever been dragged through got shoes now,4
747,Paige need food,4
748,I just realised it s 1AM i was planing to goto sleep at latest 11PM I figured out why Stupid adictive text games,0
749,me too,4
750,Had thought that I had recovered from this flu that I had during the week but woke up this morning and its bck,0
751,my love by westlife is freaking good,4
752,My iPhone pulled me out of the muck My Tomtom is in another state,0
753,just ate caramel from a can I feel sick,0
754,i wish i was pretty ahh,0
755,argggggggggggg,0
756,u download the program not that big its a separate program for twitter it gives auto updates no refreshing google it,4
757,Itself It is founded on non existent money It has no attendant reality Baudrillard died just as sub prime was kicking in,0
758,have another for me,4
759,When s your birthday,4
760,someting wrong with my dvd vcr recorder most unhappy was planning on sitting on new lounge watching bond s quantum of solace,0
761,sorry just went to the video store with Georgie No Bride Wars just gonna put a movie on or something,0
762,Hay fever has finally got me ick,0
763,How you finding the iphone Maybe time to supply the staff with one each to keep moodle up to date,4
764,foolishly checked my bag in cos didn t want to drag it around all day Now at the lost baggage counter,0
765,feels like crap after last night even though it was a great party leah i truly hope i do not end up coming back to school this week,4
766,Haha the clip is disturbing but the band is awesome,4
767,Happy anniversary Xiong bao loves you,4
768,that is awesome,4
769,feel better via online positivity check out review of it made me feel good,4
770,is on the couch nursing a migraine,0
771,i cant work it out i confused,0
772,Just finished doing a clean out www dossy org twitter karma,4
773,Luckily work from home and my gorgeous man works with me Still adjusting to knowing what he is thinking tho,4
774,my cold makes a tim tam takes like shit but ill it anyway D,0
775,You won t ever go back,4
776,Tell rove he should pimp his own shows on twitter it s not that hard to come up with 140 chars,4
777,working yawns wants some pizza and a milkshake Hi everyone xP I m sooo sleepy oh and My mom has Twitter so watch it kiddies,0
778,now ive gotta get my stuff ready for school tomorow eewwww,0
779,I have a lovely 5c size blister from boiling water,0
780,Thnku DT assignment for cooperating wiv mi mum while she did it,4
781,who wants to write me a history essay,4
782,So apparently I have a bad virus There s no cure or treatment for a virus So mad,0
783,Its too hot to be practicing for debut outside,0
784,How cool is the song 21 guns by greenday almost as good as ur music,4
785,hey how are ya still no official word for oz dates yet yeah they will come for sure but would still love to see some dates,0
786,it s a problem when my gtd weekly review takes more than a week to do like a daily backup that takes 25 hours,0
787,Why do you always have cake but I never have cake I want cake cake,0
788,followfriday is the opportunity you get to spread the word about people you follow so that others may also follow them,4
789,finally washed my hair this was a good idea mental note dont leave it for a week i can be festy at times,0
790,thanks if I do everything manually Visio will but the chart needs to change fairly often amp it keeps breaking in horrible ways,4
791,now and then we do get a glimmer of blue sky then it rains some more,0
792,yawn Good morning Having your 7 year old son climb into bed amp snuggle you is the best wake up call ever,4
793,ems hope ur ok im alright been a bit sick all weekend tho stayed in watching harry potter dvds last night LOL,0
794,another 45 mins,0
795,I m devastated I lost my engagement ring,0
796,Ah godammit Dentist appointment tomorrow I hope he doesnt shove needles into my mouth again,0
797,need to get some work done tonight before F1 qualifying Damn Toyota A V s,0
798,Eep i know,0
799,that tickets for the afterparty are all gone Crossing fingers we still get to see for round two somehow,0
800,hey mate fancy finden you on hea,4
801,domainidea after a long hilarious discussion at uni I decided I wanted to register www swine09 com It was already taken,0
802,i must write a post,0
803,That Big Brother 11 will be the last,0
804,hehe we just asked each other the same thing,4
805,EMMA LEAVE ANDYS HAIR ALONE its sexy i love it his hot as his gourgous love you,4
806,quite a while i m afraid,0
807,read the the reply tips so that you can ask me questions or tell me something and I get it without having to look for it,4
808,Shame on u airport on the border for jacking up the price of your margaritas,0
809,aftrsmachinima quot if its not funny then no one is going to watch it quot Mark Strong me disagrees Thats a myth,4
810,Had some bad japanese at Central World today,0
811,you should bring me some oh have some with nutella oh thats right your mum hids it hahahahahahhahaha,4
812,im pretty cold right now bored aswell meh,0
813,you and me both You try getting Organic traffic from any of the top search engines to a site like that one,0
814,on hols in rye whens your dvd coming out looking forward to seein my boyf and myself oh as well as you,4
815,but yeah that s a pretty good idea I ll see about squeezing it into this book,4
816,is at 8pm am already here myself,4
817,Hope tomorrow is a better day struggled today with a cold,0
818,not feeling ideal BETTER NOT BE GETTING SICK AGAIN,0
819,Slumdog was awesome I enjoyed it Not doing much tonight have work early tomorrow morning so will head to bed soon,0
820,Just bought 2 Moleskin soft and hard cover notebooks I know they re JUST notebooks but they are lt 3 Seriously,4
821,I m afraid not,0
822,Great day today Just relaxed and hung with people watching movies and went mini golfing,4
823,Ours is worse most months,0
824,watchin weird science that girls got a hot bod depressing,0
825,oh my I have one of them at work too He accidently brushes past me every time he comes in He s very creepy,0
826,they look fantastic sure to be a hit,4
827,going to go neck my self now eveyone have fun all time low send my love,0
828,whitty thrashed me in a CIV IV space race,0
829,aw thank you so much am so glad you doo,4
830,I cut my finger with scissors just before and it s kinda sore But I got my socks Woo I ll put up pics later,4
831,amazing my brand new PARI neb broke go figure and it s the weekend looks like i won t be getting another one until next week sigh,0
832,I m playing wow IM NOT BORED,4
833,Really happy to hear from Christy,4
834,Our aircon no longer works,0
835,am beyond tired and the driling building works outside the office window not helping my mood need sleep dont want to be at work,0
836,740 yay so bec when are you getting on msn haha how long has it been since you were last on ladida,4
837,Just rented eagle eye and bride wars No sean faris movies at the redbox,0
838,We don t really offer that service as we re web graphic designers and not desktop publishers So I thought maybe you could help,4
839,oh BTW bought Mediatemple mt thanks to all for referrals,4
840,I love threadless especially when they go all sale crazy,4
841,ok now I m jealous,0
842,found someone thats as bad as me on vampire wars,4
843,The Blues Lost Shattered,0
844,np They re great study music I listen to them when writing as well Instinct is the best album but Empathy is good as well,4
845,I GOT THE WHALE Twitter is over capacity Too many tweets Please wait a moment and try again,0
846,has work in less than 12 hours,0
847,So far I have achieved nothing and it s midday,0
848,ta,4
849,Wednesday,4
850,write me fic pwetty pwease,0
851,Ohh now we listenin to Tito Nieves Victor Manuel n India Soooooo luvin it,4
852,Thats an awesome peace of art,4
853,attending Milanie s wedding on the 13th Thank goodness Cebu pacific has a sale Php 655 roundtrip to Iloilo Yey,4
854,Become an Arbonne Preferred Client Enjoy a 20 discount off the suggested retail price on all products Send me a direct message,4
855,I m so awake silly evening shifts And I have to be at work at 7,0
856,I do something like that at least once a month consider yourself lucky,4
857,yeah US diner,4
858,hahaha it looks fun so the kids won t mind wearing it not realizing it s a leash Nephew uses one,4
859,designs i missed jude 1st time Missed you too hun i don t like not having my puter,0
860,Oh how cute I love that age Well I hope she has a very special princess day,4
861,fp Got twitter on a whim Mind if I follow PS I know what you mean I ve had no time will to write lately,0
862,6 09am thinking i should maybe go to sleep already LOST,4
863,whats the stack packs gonna include and you guys should do an accoustic song at ssb love you,4
864,Had salad and fruit salad for lunch today I ve been Chinafied Some might say Harmonised,4
865,the guy in the wine store said I should get some dark chocolate to go with the red we will drink tonight see you soon,4
866,About to jump on a plane to Melbourne and then Canberra Flat out week ahead already looking forward to next weekend,4
867,just bought a red shore tee D happy days not going to school Must finish politics,4
868,HOLY SHIT Bad storm I am currently hugging my GINORMOUS stuffed panda Tony and hiding under a blanket Someone comfort me,0
869,Not swine flu I hope Take care of your health mate Tell me about your business derek bell com,4
870,just got home and now i gotta get ready tp back out again BLAH so busy,4
871,ma ex bf and ma friend r goin out and they r cumin round now should b fun not haha,0
872,You still here with us Its probably all those energy drinks keeping you awake,4
873,and its raining but i want to oh well,0
874,Not selling myself And what is happening with my logo Mmmm must fix that right now so you can see what I am whoever you are,4
875,thats it i m not putting my resume in any more There is no point i m going home You dont even like me do you Andy,0
876,Tassie s lovely really great but it is cold and a long way from anywhere Melbourne is great esp the Markets,4
877,I thought it looked different,4
878,the disk is scratched i love my transformers disk Who scratched it lol,0
879,Have a good day everyone make the most of the sun and think of me stuck in the office Tweet ya laters xx,0
880,had a great time at queensland,4
881,Just been playing my 12 string Maton guitar How I love the jangle,4
882,walking to the bus stop with drench shoes they smell,0
883,i like it,4
884,are you going again how long did it last then sounded good from your talk with RW but can t get there from Holland,0
885,thanks man your awesomeeee,4
886,dear friday please hurry up,4
887,Listening to all time low six feet under the stars,4
888,if i had the money mobile web would be my twitter station too,0
889,ubud mozzies dont understand they re not to bite when coil is burning aeroguard liberally applied,0
890,Really I d think that would be extremely annoying,4
891,Organising the private ladies night for tonight,4
892,Dam Sweepstakes contest not open to Australian residents,0
893,No more chocolate covered espresso beans at starbuck stores,0
894,I know sorry I have 65 losses Apparently people keep beating me up and taking my money while I m away,0
895,Bored And twitters being gay,0
896,New hair will post a better one soon,4
897,Kay Indeed hee hee It s the little piggy from the movie Babe I am quoting,4
898,they would be awesome to see,4
899,Printing from Opera gives me a much better result but printing to PDF it names it stdin pdf always gotta compromise,0
900,work this late sucky,0
901,that sounds funnn,0
902,oh Hope they will throw something useful at you next time actually no hope you won t bump into them again heh,4
903,Circus wasn t so spectacular Tonight was interesting though Chilling at McDonalds drinking hot chocolate Fuck it s cold outside,4
904,im up now hair looks boofy but i dont care its not like im going anywhere cause i ve got no friends aww sad face,0
905,Decided to get up early this sundaymorning and enjoy the day Startled the entire family They all thought something was wrong,4
906,We just watched a horror movie called Teeth It s about a girl with teeth in her vagina Obviously worthy of five stars Bite bite,4
907,and i r add timtamz aswell,4
908,Drinking milk and eating yummy cookies What a life,4
909,am having a quick break between social engagements LOL what a hoot great day with sun out xc,4
910,rofl that made me giggle so hard im coughing,0
911,ohhh you ve never shot in there i m 50 50 on arenas stages are always too high gotta bust out some heels,0
912,yeah but its not psychical its something else i suppose thats just as good,4
913,good night good mood,4
914,Grrrrr it s now June 17th everywhere in the world except Honolulu but we have to wait another 15 hours for iPhone OS3,0
915,how exciting Im sure everything will go smoothly your all grown up lol,4
916,boooo james and helen both went to the gig and i had to babysit,0
917,xD I wana do the fashion show,0
918,Going to have some pumkin soup hopefully makes me feel better and get over this terrible cold,0
919,Starting to build me new server Setting up the mirror is taking for ever,0
920,haha don t forget the prodigys first album if you were into that,4
921,goodrem totally stalked gaga at rove tonight but security yelled at us to go away they dont do that for you lol bitches,0
922,I watch his show He is fucked He ate something that was in animal shit,0
923,god damn what is wrong with people What a nice end to your birthday Geni got kicked off master chef,0
924,Love that song lt 33 was listening to Leaving on a Jetplane Have you heard Perhaps Love the duet he did with Placido Domingo,4
925,Bugger You have to be a canadian resident to vote,0
926,is reminding me how cool InDesign is Its been far too long since i worked in the print industry 72dpi makes you lazy,4
927,really need to get off the internet and do some more work maybe eat more first,4
928,Oh shit been meaning to see that but now I ve missed it,0
929,French Open draw out in approximately 1 hour and 41 minutes Feel like giving Roger Federer a golden ticket,4
930,i m up to episode 17 of season 2 don t give away the ending,4
931,its starwarsday when when did this happen im from australia we are aalways the last to get everything even toy story,0
932,damn I m already on my way home did u already have ur gear,0
933,me too when do you think they will replay it here,0
934,i have to get up at 6 for work tomorrow i tried calling you call me,0
935,nah Not heard of that one,4
936,cause you can t go over 2000 people until you get more people following you,0
937,Broke my head unit this arvo,4
938,I can finally go to bed now that I know who gets the gold logie im disappointed it wasn t rove though,0
939,i am indeed enjoying my final day of freedom before sniff work tomorrow lunch,0
940,ShortStack rofl yeah i was being a lazy bugger hahaha and yea if i go i might see you there,4
941,playing with seesmic again i think i m ready to make the move from tweetdeck it s different but in a good way,4
942,Silly I like Chicago much more,0
943,Watching a little 90210 online,4
944,Long loong loooong day at work,0
945,cute bear,4
946,have a major headache 1 hr and 24 minutes of work to go,0
947,No we had right amount of wine None left 4 us,0
948,4 28am i would really like to sleeeeep now help me,0
949,Fuck yes and I d be all OH FRANCIS I LOVE YOU,0
950,I ve already lost 2 umbrella s so far this winter And it s just started,4
951,My honey bun went to the vet today But she getting better appearently she got her skin caught on something while shes the kennels,0
952,Stomach is sore,0
953,on our way to tha beach babies,4
954,is laughing at Keeping up with Kardashians LOL no happy hour where you re going,4
955,wry did i watch the oath blood on the scales again my heart hurts,0
956,imaginary food is never as good as real food though,0
957,ohhh i think i mma go sleep my eyes are kinda hurting,0
958,cant wait for tommorrow it ll be fun just gotta find a way to get there and back dont wanna rely on anyone,0
959,ARE YOU SERIOUS That sucks balls big time,0
960,Nice sunny day in Nairobi A mild 26 degrees Not looking forward to Cape Town,0
961,Just saw you on TV for the Best Job in the World Good luck,4
962,At the cinema about to watch Terminator Salvation with Mum,4
963,mozilla not using email what s their alternative or having a joke sry in reply to link didn t carry through in tweetdeck,0
964,Our Internet is down,0
965,ikr it sucks I have orders from like 20 people to bring back atl merch and krispy kreme donuts,0
966,Obviously I meant quot can t finish one site quot Wifey just came and told me ie ordered time to sign off Night,4
967,b grr theres so much shit to do i dont wannna,0
968,wandering why i take things so personally i made a comment to this twilight thing and someone replied saying im full of it,0
969,will they be loud so I can hear them OR just quietly to himself can t imagine them being toooooooo loud,4
970,Twitter always works I actually quite like it though it s not as time consuming as Facebook,0
971,Have a good nights sleep,4
972,i wish its like 2200 next time haha,0
973,awwww there are vids on youtube of the convention I DIDN T get to go to Jared is so funny And I missed it It makes me cry,0
974,invincible nice one dude Make sure you pack all your winter woolies,4
975,i hate them too mid yrs were ok coz i only had the GAT end of yr exams are going to be heaps stressful,0
976,i need more ice but it s all run out,0
977,slept today for 3 hours ruined my study time grr watta nerd,0
978,Naww thats soo sweet Hope she feels better soon wish my Dad amp amp brothers were that nice lol xo,4
979,If u r being followed by Rove1974 tottersb105 Ryan Shelton DHughesy or the labrat can u DM them and get them to follow me please xxoo,4
980,I m going to tanslate it,4
981,is walking on the beach Old English style,4
982,YESSSSS thanks for this one quot Oooohh me likee Thanks RB quot It s that BEAT quot quot,4
983,tired bored lonley max my puppy is crying coz i just put himto bed going out on mi boat 2mmorow and haven a sleepova xxx,0
984,only terminator but its not out yet,0
985,just downloaded the TV FOX add on for FireFox Huge potential but not quite there,0
986,atNormo I ll look into it iTunes to the rescue,4
987,half day tomoz listening to Pour Some Sugar On Me by Def Leppard,4
988,Talent show was so muchhh FUN,4
989,we on for tomorrow I dont use work email at home we meeting there or,4
990,book me in I have been thinking of mr Manson all weekend game on,4
991,Hey Am on ultra106five com right now for the next 4 hours or so for Compassion Day sponsor a child 2day,4
992,I m not but maybe I should be I ll add it to my to do list,4
